w,,,,,,,,,,,,c,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,,,,e2u,,,,,,,,,,,,,,w,,,,,,,e1,,,,,,,w,,,,,,,,,w
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,w,,,,,,,,,w
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,w,,,,,,,,,w
w,,,,,,,,,,,,,,,,,,,,,,w,,invul,,portal,,time,,r,,,,,,w,,,,,,,,,w
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,w,,,,,,,,,w
w,,,,,,,,,,,,,e3r,,,,,,,,,w,b,b,b,b,b,b,b,b,b,b,b,b,b,b,,,,,,,,,w
w,,,c,,,,,invul,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,,,w
w,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,,c,,,w,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,e3r,,,,,,,,,,,,,,,,e3l,,w
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,,,w
bw_0,,,,,,,,,,,,,,,,,c,,,,,w,,,,b,,b,,b,,b,,b,,b,,b,,b,,b,,b,w
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,,,,,,,e2u,,,,w,w,w,w,bw_1.57,bw_1.57,w,w,,,,,,,,,,,,,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,,,b
w,,,,,,,,,,,e2d,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,,,b
w,,h,,,,,c,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,,,,,,,,,,,,,b
w,f,f,f,f,f,w,w,w,,,,,,,,,,,,,,w,w,w,w,w,w,,,,,,w,,,,,,,,,,,c,b
w,,,,,,,,,,,,,,,,,,,h,,,w,,,,,e2d,,,,,,w,c,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,w,,,,,,,,,,,c,b
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,w,c,,,,,,,,,,,b
w,,,,,,,e3r,,,,,,,c,,,,,,,,w,,,,,,,,,,,w,,,,,,,,,,,c,b
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,w,c,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,w,,,,,,,,,,,c,b
w,,,,,,,,,,,ml,ml,ml,ml,ml,ml,ml,,,,,w,,,,,,,,,,,w,c,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,,,,w,,,,,,,,,,,c,b
w,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,w,c,,,,,,,,,,,b
bw_0,,,,,c,,,,,,,,,,,,,,,,,f,,,,,,,,,,,w,,,,,,,,,,,c,b
w,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,w,c,,,,,,,,,,,b
w,,,,w,w,w,,,,,,,,,f,,,,,,,f,,,,,,,,,,,w,,,,,,,,,,,c,b
w,,,,,,,,,,,,,,,f,,,,,,,f,,,,,,,,,,,w,c,,,,,,,,,,,b
w,,,,,,,,,,,,,,,f,,,,,,,f,,,,,,,,,,,w,,,,,,,,,,,,b
w,,,,,,,,,,,,,,,f,,invul,,,,,f,,,,,,,,,,,w,,f,,f,,f,,f,,f,,b
w,,,,,,,,,e2u,,,,,,f,,,,,,,f,,,,,,,,,,,w,w,,w,,w,,w,,w,,w,b
w,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,w,w,w,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,w,,w,,,,,,,,,,b
w,w,bw_4.71,w,w,w,w,,,,,,w,w,f,f,f,f,f,f,f,f,b,,,,,,,,,,,w,w,w,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,w,w,w,,b
bw_0,,,,,,,,,,,,,,,,,,,,,,b,,,,w,w,w,,e1,,,,,,,,,,,w,,w,,b
w,,,,,,e3r,,,,,,,,,,,,,,,,b,,,,w,,w,,,,,,,,,,,,,w,w,w,,b
w,,,,,,,,,,,,,,,,,,,,,,b,,,,w,w,w,,,,,,,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,w,,,,b
w,,f,,,,f,,,,f,,,,f,,,,f,,,,b,,,,,,,,,,,w,,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,w,,,,,b
bw_0,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,w,w,w,,,,,b
w,,,,e3r,,,,invul,,,,,,,invul,e3l,,,,,,b,,,,,,,,,,,,,,,,w,,w,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,b,,w,w,w,,,,,,,,,,,,w,w,w,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,b,,w,,w,,,,,,,,,,,,,,,,,,,b
w,,,f,,,,f,,,,f,,,,f,,,,f,,,b,,w,w,w,,,w,w,w,,,,,,,w,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,w,,w,,,w,w,w,,,,,,,,,b
bw_0,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,w,w,w,,,w,,w,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,w,w,w,,,,,,,,,b
w,,,,,,e3l,,,,,,,,,e3r,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,b
w,,f,,,,f,,,,f,,,,f,,,,f,,,,b,,,,,,,,,,,,,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,b
bw_0,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,b
w,,,,e3r,,,,,,,,,,,,e3l,,,,,,b,,,,,,,,,,,,,,,,,,b,b,b,b,b,b
w,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,b
w,,f,,,f,,,f,,,f,,,f,,,f,,,f,,b,,,,,,,,,,,,,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,b,w,w,w,w,w,w,w,,,,,,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,w,w,w,b
w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,b
w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,,,,h,,h,,b
w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,b
w,,,r,,,,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,,,,h,,h,,b
w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,,,,,,,,b
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,b
